CardId,CardDescription,CardNumber,LowestBeckettPrice,HighestBeckettPrice,FrontCardMainImagePath,FrontCardThumbnailImagePath,BackCardMainImagePath,BackCardThumbnailImagePath,LowestComcprice,EbayPrice,PricePaid,IsGraded,Copies,SerialNumber,Grade,IsRookie,IsAutograph,IsPatch,IsOnCardAutograph,IsGameWornJersey,SportId,YearId,SetId,GradeCompanyId,LocationId,TimeStamp
17,Prestige Franchise Favorites Checkerboard,16,5.00,12.00,PrestigeFranchiseFavoritesCheckerboard1616_front.JPG,PrestigeFranchiseFavoritesCheckerboard1616_front_thumb.JPG,PrestigeFranchiseFavoritesCheckerboard1616_back.JPG,PrestigeFranchiseFavoritesCheckerboard1616_back_thumb.JPG,0.00,0.00,0.00,False,0,99,0.0,False,False,False,False,False,4,16,18,4,9,08/14/2022 14:10:01
18,Hoops Rookie Sweaters,RSW-TYM,0.00,0.00,HoopsRookieSweatersRSWTYM19_front.JPG,HoopsRookieSweatersRSWTYM19_front_thumb.JPG,HoopsRookieSweatersRSWTYM19_back.JPG,HoopsRookieSweatersRSWTYM19_back_thumb.JPG,0.00,9.00,0.00,False,0,0,0.0,True,False,True,False,False,4,19,8,4,9,08/14/2022 14:09:29
19,Innovation Memorable Memorabilia,22,5.00,12.00,InnovationMemorableMemorabilia2214_front.JPG,InnovationMemorableMemorabilia2214_front_thumb.JPG,InnovationMemorableMemorabilia2214_back.JPG,InnovationMemorableMemorabilia2214_back_thumb.JPG,0.00,0.00,0.00,False,0,299,0.0,False,False,True,False,True,4,14,9,4,9,08/14/2022 14:08:41
20,Upper Deck LeBron James Box Set,9,0.00,0.00,UpperDeckLeBronJamesBoxSet93_front.JPG,UpperDeckLeBronJamesBoxSet93_front_thumb.JPG,UpperDeckLeBronJamesBoxSet93_back.JPG,UpperDeckLeBronJamesBoxSet93_back_thumb.JPG,0.00,9.00,0.00,False,0,0,0.0,True,False,False,False,False,4,3,21,4,9,08/14/2022 14:08:06
22,Upper Deck Victory,101,40.00,100.00,UpperDeckVictory1013_front.JPG,UpperDeckVictory1013_front_thumb.JPG,UpperDeckVictory1013_back.JPG,UpperDeckVictory1013_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,False,False,False,4,3,22,4,9,08/14/2022 14:07:36
23,Innovation Memorable Memorabilia,24,2.00,6.00,InnovationMemorableMemorabilia2414_front.JPG,InnovationMemorableMemorabilia2414_front_thumb.JPG,InnovationMemorableMemorabilia2414_back.JPG,InnovationMemorableMemorabilia2414_back_thumb.JPG,0.00,0.00,0.00,False,0,299,0.0,False,False,True,False,True,4,14,9,4,9,08/14/2022 14:50:59
24,Panini Brilliance Game Time Jerseys,44,3.00,8.00,PaniniBrillianceGameTimeJerseys4413_front.JPG,PaniniBrillianceGameTimeJerseys4413_front_thumb.JPG,PaniniBrillianceGameTimeJerseys4413_back.JPG,PaniniBrillianceGameTimeJerseys4413_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,True,False,True,4,13,11,4,11,08/13/2022 15:35:10
25,Topps Manufactured Card Patch,MCP-20,0.00,0.00,ToppsManufacturedCardPatchMCP2020_front.JPG,ToppsManufacturedCardPatchMCP2020_front_thumb.JPG,ToppsManufacturedCardPatchMCP2020_back.JPG,ToppsManufacturedCardPatchMCP2020_back_thumb.JPG,2.00,0.00,0.00,False,0,0,0.0,False,False,True,False,False,5,20,2,4,11,08/13/2022 15:59:42
26,Donruss Signature Series,SG-OBS,4.00,10.00,DonrussSignatureSeriesSGOBS19_front.JPG,DonrussSignatureSeriesSGOBS19_front_thumb.JPG,DonrussSignatureSeriesSGOBS19_back.JPG,DonrussSignatureSeriesSGOBS19_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,True,False,False,False,4,19,4,4,9,08/14/2022 14:39:50
27,Donruss,202,10.00,25.00,Donruss20219_front.JPG,Donruss20219_front_thumb.JPG,Donruss20219_back.JPG,Donruss20219_back_thumb.JPG,0.00,0.00,0.00,False,3,0,0.0,True,False,False,False,False,4,19,4,4,11,08/07/2022 15:03:51
28,Panini Innovation Foundations Ink,79,4.00,10.00,PaniniInnovationFoundationsInk7914_front.JPG,PaniniInnovationFoundationsInk7914_front_thumb.JPG,PaniniInnovationFoundationsInk7914_back.JPG,PaniniInnovationFoundationsInk7914_back_thumb.JPG,20.00,0.00,0.00,False,0,199,0.0,False,True,False,True,False,4,14,9,4,9,08/14/2022 14:40:26
30,Innovation Rookie Jumbo Jerseys,7,15.00,40.00,InnovationRookieJumboJerseys714_front.JPG,InnovationRookieJumboJerseys714_front_thumb.JPG,InnovationRookieJumboJerseys714_back.JPG,InnovationRookieJumboJerseys714_back_thumb.JPG,0.00,0.00,0.00,False,0,199,0.0,True,False,True,False,True,4,14,9,4,10,08/13/2022 16:58:15
31,Panini Signatures Signatures Film,130,0.00,0.00,PaniniSignaturesSignaturesFilm13013_front.JPG,PaniniSignaturesSignaturesFilm13013_front_thumb.JPG,PaniniSignaturesSignaturesFilm13013_back.JPG,PaniniSignaturesSignaturesFilm13013_back_thumb.JPG,0.00,200.00,0.00,False,0,20,0.0,False,True,False,True,False,4,13,17,4,10,08/13/2022 16:57:41
32,Innovation Stained Glass,5,2.00,5.00,InnovationStainedGlass514_front.JPG,InnovationStainedGlass514_front_thumb.JPG,InnovationStainedGlass514_back.JPG,InnovationStainedGlass514_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,14,9,4,9,08/14/2022 14:41:07
33,Innovation Stat Line Jerseys Prime,11,10.00,25.00,InnovationStatLineJerseysPrime1114_front.JPG,InnovationStatLineJerseysPrime1114_front_thumb.JPG,InnovationStatLineJerseysPrime1114_back.JPG,InnovationStatLineJerseysPrime1114_back_thumb.JPG,0.00,0.00,0.00,False,0,25,0.0,False,False,True,False,True,4,14,9,4,11,08/13/2022 15:47:44
34,Hoops,223,10.00,25.00,Hoops22319_front.JPG,Hoops22319_front_thumb.JPG,Hoops22319_back.JPG,Hoops22319_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,False,False,False,4,19,8,4,10,08/13/2022 16:37:10
35,Hoops Hot Signatures,HS-VLD,4.00,10.00,HoopsHotSignaturesHSVLD19_front.JPG,HoopsHotSignaturesHSVLD19_front_thumb.JPG,HoopsHotSignaturesHSVLD19_back.JPG,HoopsHotSignaturesHSVLD19_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,True,False,False,False,4,19,8,4,10,08/13/2022 16:37:49
36,Hoops Green,130,15.00,40.00,HoopsGreen13019_front.JPG,HoopsGreen13019_front_thumb.JPG,HoopsGreen13019_back.JPG,HoopsGreen13019_back_thumb.JPG,0.00,0.00,0.00,False,0,99,0.0,False,False,False,False,False,4,19,8,4,10,08/13/2022 16:38:30
37,Prestige Preeminent Ink,9,3.00,8.00,PrestigePreeminentInk916_front.JPG,PrestigePreeminentInk916_front_thumb.JPG,PrestigePreeminentInk916_back.JPG,PrestigePreeminentInk916_back_thumb.JPG,0.00,0.00,0.00,False,0,149,0.0,False,True,False,False,False,4,16,18,4,10,08/13/2022 16:39:11
38,Hoops Lights Camera Action Winter,22,6.00,15.00,HoopsLightsCameraActionWinter2219_front.JPG,HoopsLightsCameraActionWinter2219_front_thumb.JPG,HoopsLightsCameraActionWinter2219_back.JPG,HoopsLightsCameraActionWinter2219_back_thumb.JPG,0.00,4.00,0.00,False,0,0,0.0,False,False,False,False,False,4,19,8,4,10,08/13/2022 16:39:50
39,Hoops Winter,150,4.00,10.00,HoopsWinter15019_front.JPG,HoopsWinter15019_front_thumb.JPG,HoopsWinter15019_back.JPG,HoopsWinter15019_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,19,8,4,10,08/13/2022 16:53:36
40,Hoops Lights Camera Action Winter,18,6.00,15.00,HoopsLightsCameraActionWinter1819_front.JPG,HoopsLightsCameraActionWinter1819_front_thumb.JPG,HoopsLightsCameraActionWinter1819_back.JPG,HoopsLightsCameraActionWinter1819_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,19,8,4,10,08/13/2022 16:54:09
41,Hoops SLAM Winter,4,12.00,30.00,HoopsSLAMWinter419_front.JPG,HoopsSLAMWinter419_front_thumb.JPG,HoopsSLAMWinter419_back.JPG,HoopsSLAMWinter419_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,19,8,4,10,08/13/2022 16:54:48
42,Chronicles Marquee,255,40.00,100.00,ChroniclesMarquee25517_front.JPG,ChroniclesMarquee25517_front_thumb.JPG,ChroniclesMarquee25517_back.JPG,ChroniclesMarquee25517_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,False,False,False,4,17,12,4,10,08/13/2022 16:42:49
43,Donruss Optic Signature Series,SG-PPR,12.00,30.00,DonrussOpticSignatureSeriesSGPPR19_front.JPG,DonrussOpticSignatureSeriesSGPPR19_front_thumb.JPG,DonrussOpticSignatureSeriesSGPPR19_back.JPG,DonrussOpticSignatureSeriesSGPPR19_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,True,False,False,False,4,19,4,4,10,08/13/2022 16:31:19
44,Donruss,201,6.00,15.00,Donruss20119_front.JPG,Donruss20119_front_thumb.JPG,Donruss20119_back.JPG,Donruss20119_back_thumb.JPG,0.00,0.00,0.00,False,2,0,0.0,True,False,False,False,False,4,19,4,4,10,08/13/2022 16:59:47
45,Innovation Starters,25,2.00,5.00,InnovationStarters2514_front.JPG,InnovationStarters2514_front_thumb.JPG,InnovationStarters2514_back.JPG,InnovationStarters2514_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,14,9,4,9,08/14/2022 14:39:04
46,Panini Signatures Film Autographs,170,12.00,30.00,PaniniSignaturesFilmAutographs17013_front.JPG,PaniniSignaturesFilmAutographs17013_front_thumb.JPG,PaniniSignaturesFilmAutographs17013_back.JPG,PaniniSignaturesFilmAutographs17013_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,True,False,True,False,4,13,17,4,9,08/14/2022 15:13:00
47,Innovation Memorable Memorabilia,49,8.00,20.00,InnovationMemorableMemorabilia4914_front.JPG,InnovationMemorableMemorabilia4914_front_thumb.JPG,InnovationMemorableMemorabilia4914_back.JPG,InnovationMemorableMemorabilia4914_back_thumb.JPG,0.00,0.00,0.00,False,0,175,0.0,False,False,True,False,True,4,14,9,4,9,08/14/2022 14:58:41
48,Innovation Memorable Memorabilia,18,4.00,10.00,InnovationMemorableMemorabilia1814_front.JPG,InnovationMemorableMemorabilia1814_front_thumb.JPG,InnovationMemorableMemorabilia1814_back.JPG,InnovationMemorableMemorabilia1814_back_thumb.JPG,0.00,0.00,0.00,False,0,299,0.0,False,False,True,False,True,4,14,9,4,11,08/13/2022 16:06:05
49,Prizm,19,2.00,5.00,Prizm1914_front.JPG,Prizm1914_front_thumb.JPG,Prizm1914_back.JPG,Prizm1914_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,14,16,4,9,08/14/2022 14:57:09
50,Innovation Juggernauts,12,12.00,30.00,InnovationJuggernauts1214_front.JPG,InnovationJuggernauts1214_front_thumb.JPG,InnovationJuggernauts1214_back.JPG,InnovationJuggernauts1214_back_thumb.JPG,0.00,0.00,0.00,False,2,0,0.0,False,False,False,False,False,4,14,9,4,9,08/14/2022 14:56:35
51,Panini Signatures Legends,23,10.00,25.00,PaniniSignaturesLegends2313_front.JPG,PaniniSignaturesLegends2313_front_thumb.JPG,PaniniSignaturesLegends2313_back.JPG,PaniniSignaturesLegends2313_back_thumb.JPG,0.00,0.00,0.00,False,0,25,0.0,False,False,False,False,False,4,13,17,4,9,08/14/2022 14:55:59
52,Innovation Game Jerseys Autographs Prime,48,0.00,0.00,InnovationGameJerseysAutographsPrime4814_front.JPG,InnovationGameJerseysAutographsPrime4814_front_thumb.JPG,InnovationGameJerseysAutographsPrime4814_back.JPG,InnovationGameJerseysAutographsPrime4814_back_thumb.JPG,0.00,252.00,0.00,False,0,10,0.0,False,True,True,False,True,4,14,9,4,9,08/14/2022 14:49:36
53,Topps Rookie Set,2,60.00,150.00,ToppsRookieSet210_front.JPG,ToppsRookieSet210_front_thumb.JPG,ToppsRookieSet210_back.JPG,ToppsRookieSet210_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,False,False,False,4,10,2,4,9,08/14/2022 14:48:41
54,Innovation Memorable Memorabilia,12,4.00,10.00,InnovationMemorableMemorabilia1214_front.JPG,InnovationMemorableMemorabilia1214_front_thumb.JPG,InnovationMemorableMemorabilia1214_back.JPG,InnovationMemorableMemorabilia1214_back_thumb.JPG,0.00,0.00,0.00,False,0,299,0.0,False,False,True,False,True,4,14,9,4,9,08/14/2022 14:48:00
55,Contenders Rookie Ticket Swatches,RS-CAN,8.00,20.00,ContendersRookieTicketSwatchesRSCAN19_front.JPG,ContendersRookieTicketSwatchesRSCAN19_front_thumb.JPG,ContendersRookieTicketSwatchesRSCAN19_back.JPG,ContendersRookieTicketSwatchesRSCAN19_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,True,False,False,4,19,14,4,9,08/14/2022 14:47:23
56,Contenders Rookie Ticket Swatches,RS-IQK,5.00,12.00,ContendersRookieTicketSwatchesRSIQK19_front.JPG,ContendersRookieTicketSwatchesRSIQK19_front_thumb.JPG,ContendersRookieTicketSwatchesRSIQK19_back.JPG,ContendersRookieTicketSwatchesRSIQK19_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,True,False,False,4,19,14,4,9,08/14/2022 14:55:23
57,Contenders Rookie of the Year Contenders,4,20.00,50.00,ContendersRookieoftheYearContenders417_front.JPG,ContendersRookieoftheYearContenders417_front_thumb.JPG,ContendersRookieoftheYearContenders417_back.JPG,ContendersRookieoftheYearContenders417_back_thumb.JPG,0.00,0.00,58.00,False,0,0,0.0,True,False,False,False,False,4,17,14,4,9,08/14/2022 14:54:37
58,Donruss Optic My House Purple,15,25.00,60.00,DonrussOpticMyHousePurple1518_front.JPG,DonrussOpticMyHousePurple1518_front_thumb.JPG,DonrussOpticMyHousePurple1518_back.JPG,DonrussOpticMyHousePurple1518_back_thumb.JPG,0.00,0.00,44.00,False,0,0,0.0,True,False,False,False,False,4,18,13,4,9,08/14/2022 14:54:04
59,Donruss Optic My House Purple,13,60.00,150.00,DonrussOpticMyHousePurple1318_front.JPG,DonrussOpticMyHousePurple1318_front_thumb.JPG,DonrussOpticMyHousePurple1318_back.JPG,DonrussOpticMyHousePurple1318_back_thumb.JPG,0.00,0.00,48.00,False,0,0,0.0,False,False,False,False,False,4,18,13,4,9,08/14/2022 14:53:24
60,Prestige NBA Materials,21,6.00,15.00,PrestigeNBAMaterials2116_front.JPG,PrestigeNBAMaterials2116_front_thumb.JPG,PrestigeNBAMaterials2116_back.JPG,PrestigeNBAMaterials2116_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,True,False,True,4,16,18,4,9,08/14/2022 14:52:29
61,Chronicles Gold Standard Rookie Jersey Autographs Red,GS-MWG,0.00,0.00,ChroniclesGoldStandardRookieJerseyAutographsRedGSMWG17_front.JPG,ChroniclesGoldStandardRookieJerseyAutographsRedGSMWG17_front_thumb.JPG,ChroniclesGoldStandardRookieJerseyAutographsRedGSMWG17_back.JPG,ChroniclesGoldStandardRookieJerseyAutographsRedGSMWG17_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,True,True,True,True,4,17,12,4,9,08/14/2022 14:42:27
62,Topps Manufactured Commemorative Patch,CP-2,0.00,0.00,ToppsManufacturedCommemorativePatchCP220_front.JPG,ToppsManufacturedCommemorativePatchCP220_front_thumb.JPG,ToppsManufacturedCommemorativePatchCP220_back.JPG,ToppsManufacturedCommemorativePatchCP220_back_thumb.JPG,12.00,0.00,0.00,False,0,0,0.0,False,False,True,False,False,4,20,2,4,9,08/14/2022 14:51:38
63,Innovation Main Exhibit Signatures,95,4.00,10.00,InnovationMainExhibitSignatures9514_front.JPG,InnovationMainExhibitSignatures9514_front_thumb.JPG,InnovationMainExhibitSignatures9514_back.JPG,InnovationMainExhibitSignatures9514_back_thumb.JPG,0.00,0.00,0.00,False,0,125,0.0,False,True,False,True,False,4,14,9,4,10,08/13/2022 16:59:04
64,Brilliance,260,6.00,15.00,Brilliance26013_front.JPG,Brilliance26013_front_thumb.JPG,Brilliance26013_back.JPG,Brilliance26013_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,False,False,False,4,13,11,4,9,08/14/2022 14:41:42
65,Brilliance Marks of Brilliance,95,20.00,50.00,BrillianceMarksofBrilliance9513_front.JPG,BrillianceMarksofBrilliance9513_front_thumb.JPG,BrillianceMarksofBrilliance9513_back.JPG,BrillianceMarksofBrilliance9513_back_thumb.JPG,0.00,0.00,0.00,False,0,25,0.0,False,True,False,False,False,4,13,11,4,9,08/14/2022 14:43:16
66,Signatures Legends,131,4.00,10.00,SignaturesLegends13113_front.JPG,SignaturesLegends13113_front_thumb.JPG,SignaturesLegends13113_back.JPG,SignaturesLegends13113_back_thumb.JPG,0.00,0.00,0.00,False,0,25,0.0,False,False,False,False,False,4,13,17,4,9,08/14/2022 14:18:58
67,Signatures Stars,330,15.00,40.00,SignaturesStars33013_front.JPG,SignaturesStars33013_front_thumb.JPG,SignaturesStars33013_back.JPG,SignaturesStars33013_back_thumb.JPG,0.00,0.00,0.00,False,0,25,0.0,False,False,False,False,False,4,13,17,4,9,08/14/2022 14:46:31
68,Innovation Digs and Sigs Prime,10,0.00,0.00,InnovationDigsandSigsPrime1014_front.JPG,InnovationDigsandSigsPrime1014_front_thumb.JPG,InnovationDigsandSigsPrime1014_back.JPG,InnovationDigsandSigsPrime1014_back_thumb.JPG,0.00,20.00,0.00,False,0,10,0.0,False,True,True,False,True,4,14,9,4,9,08/14/2022 14:45:55
69,Innovation Memorable Memorabilia,45,5.00,12.00,InnovationMemorableMemorabilia4514_front.JPG,InnovationMemorableMemorabilia4514_front_thumb.JPG,InnovationMemorableMemorabilia4514_back.JPG,InnovationMemorableMemorabilia4514_back_thumb.JPG,0.00,0.00,0.00,False,0,299,0.0,False,False,True,False,True,4,14,9,4,9,08/14/2022 14:45:08
70,Brilliance Brilliant Beginnings Autographs,37,125.00,300.00,BrillianceBrilliantBeginningsAutographs37front.JPG,BrillianceBrilliantBeginningsAutographs37front_thumb.JPG,BrillianceBrilliantBeginningsAutographs37back.JPG,BrillianceBrilliantBeginningsAutographs37back_thumb.JPG,0.00,0.00,0.00,True,0,0,8.0,True,True,False,False,False,4,13,11,3,8,08/07/2022 15:11:08
71,Bowman,123,400.00,800.00,Bowman123front.JPG,Bowman123front_thumb.JPG,Bowman123back.JPG,Bowman123back_thumb.JPG,0.00,0.00,0.00,True,0,0,-1.0,True,False,False,False,False,4,3,3,3,8,08/07/2022 15:12:05
72,Ultra Ultra Gold Medallion,171,400.00,800.00,UltraUltraGoldMedallion171front.JPG,UltraUltraGoldMedallion171front_thumb.JPG,UltraUltraGoldMedallion171back.JPG,UltraUltraGoldMedallion171back_thumb.JPG,0.00,0.00,0.00,False,0,0,8.0,True,False,False,False,False,4,3,7,3,8,07/30/2022 10:05:48
73,Upper Deck,301,400.00,800.00,UpperDeck301front.JPG,UpperDeck301front_thumb.JPG,UpperDeck301back.JPG,UpperDeck301back_thumb.JPG,0.00,0.00,0.00,True,0,0,9.0,True,False,False,False,False,4,3,21,3,8,08/07/2022 15:11:44
74,Innovation,54,3.00,8.00,Innovation5414_front.JPG,Innovation5414_front_thumb.JPG,Innovation5414_back.JPG,Innovation5414_back_thumb.JPG,0.00,0.00,0.00,False,0,199,0.0,False,False,False,False,False,4,14,9,4,9,08/14/2022 14:43:49
75,Innovation Stained Glass,11,12.00,30.00,InnovationStainedGlass1114_front.JPG,InnovationStainedGlass1114_front_thumb.JPG,InnovationStainedGlass1114_back.JPG,InnovationStainedGlass1114_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,14,9,4,9,08/14/2022 14:10:40
76,Brilliance Marks of Brilliance,140,8.00,20.00,BrillianceMarksofBrilliance14013_front.JPG,BrillianceMarksofBrilliance14013_front_thumb.JPG,BrillianceMarksofBrilliance14013_back.JPG,BrillianceMarksofBrilliance14013_back_thumb.JPG,0.00,0.00,0.00,False,0,199,0.0,False,True,False,False,False,4,13,11,4,9,08/14/2022 14:18:19
77,Brilliance Brilliant Beginnings Autographs,2,3.00,8.00,BrillianceBrilliantBeginningsAutographs213_front.JPG,BrillianceBrilliantBeginningsAutographs213_front_thumb.JPG,BrillianceBrilliantBeginningsAutographs213_back.JPG,BrillianceBrilliantBeginningsAutographs213_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,True,False,False,False,4,13,11,4,9,08/14/2022 14:17:36
78,Brilliance Scorers Inc.,4,10.00,25.00,BrillianceScorersInc4front.JPG,BrillianceScorersInc4front_thumb.JPG,BrillianceScorersInc4back.JPG,BrillianceScorersInc4back_thumb.JPG,7.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,13,11,4,9,07/30/2022 13:01:06
79,Chronicles Pink Panini,131,3.00,8.00,ChroniclesPinkPanini13117_front.JPG,ChroniclesPinkPanini13117_front_thumb.JPG,ChroniclesPinkPanini13117_back.JPG,ChroniclesPinkPanini13117_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,False,False,False,4,17,12,4,9,08/14/2022 14:17:01
80,Chronicles,94,2.00,6.00,Chronicles9417_front.JPG,Chronicles9417_front_thumb.JPG,Chronicles9417_back.JPG,Chronicles9417_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,True,False,False,False,False,4,17,12,4,9,08/14/2022 14:16:30
81,Topps Manufactured Card Patch,MCP-9,0.00,0.00,ToppsManufacturedCardPatchMCP920_front.JPG,ToppsManufacturedCardPatchMCP920_front_thumb.JPG,ToppsManufacturedCardPatchMCP920_back.JPG,ToppsManufacturedCardPatchMCP920_back_thumb.JPG,7.00,0.00,0.00,False,0,0,0.0,False,False,True,False,False,5,20,2,4,9,08/14/2022 14:15:54
82,Innovation Top-Notch Autographs,63,4.00,10.00,InnovationTopNotchAutographs6314_front.JPG,InnovationTopNotchAutographs6314_front_thumb.JPG,InnovationTopNotchAutographs6314_back.JPG,InnovationTopNotchAutographs6314_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,True,False,False,False,4,14,9,4,9,08/14/2022 14:15:13
83,Donruss Optic Pink Hyper Prizm,16,5.00,12.00,DonrussOpticPinkHyperPrizm1618_front.JPG,DonrussOpticPinkHyperPrizm1618_front_thumb.JPG,DonrussOpticPinkHyperPrizm1618_back.JPG,DonrussOpticPinkHyperPrizm1618_back_thumb.JPG,14.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,18,13,4,9,08/14/2022 14:14:23
84,Hoops,4,1.00,3.00,Hoops417_front.JPG,Hoops417_front_thumb.JPG,Hoops417_back.JPG,Hoops417_back_thumb.JPG,0.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,17,8,4,9,08/14/2022 14:13:44
85,Mosaic Silver Prizm MVPs,297,50.00,120.00,MosaicSilverPrizmMVPs29718_front.JPG,MosaicSilverPrizmMVPs29718_front_thumb.JPG,MosaicSilverPrizmMVPs29718_back.JPG,MosaicSilverPrizmMVPs29718_back_thumb.JPG,22.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,18,15,4,9,08/14/2022 14:13:16
86,Prizm Hyper Prizm,296,4.00,10.00,PrizmHyperPrizm29617_front.JPG,PrizmHyperPrizm29617_front_thumb.JPG,PrizmHyperPrizm29617_back.JPG,PrizmHyperPrizm29617_back_thumb.JPG,6.00,0.00,0.00,False,0,0,0.0,False,False,False,False,False,4,17,16,4,9,08/14/2022 14:12:49
